offer_id	first_day_exposition	last_day_exposition	last_price	floor	open_plan	rooms	studio	area	kitchen_area	living_area	agent_fee	renovation	offer_type	category_type	unified_address	building_id
767157575721633242	2016-06-10T00:00:00+03:00	2016-08-10T00:00:00+03:00	4990000.0	14	False	2	False	53.0	9.4	27.0		0.0	1	2	Россия, Санкт-Петербург, улица Сикейроса, 19к2	7488548044275013950
1895417349461172992	2016-09-16T00:00:00+03:00	2018-05-25T00:00:00+03:00	3100000.0	9	False	1	False	51.3	11.8	22.1		3.0	1	2	Россия, Ленинградская область, Всеволожский район, Колтушское сельское поселение, деревня Старая, улица Генерала Чоглокова, 1	6388985142595038319
5153034022900290638	2017-08-07T00:00:00+03:00	2017-09-10T00:00:00+03:00	4700000.0	5	False	1	False	42.0	11.5	19.0		0.0	1	2	Россия, Санкт-Петербург, улица Руднева, 9к3	513863039106027773
2554639205113665191	2017-06-22T00:00:00+03:00	2018-05-11T00:00:00+03:00	8600000.0	3	False	3	False	65.9	5.0	46.9			1	2	Россия, Санкт-Петербург, Сапёрный переулок, 16/36	3644379288786763786
1583202797297378896	2016-05-27T00:00:00+03:00	2016-05-31T00:00:00+03:00	28000.0	5	False	3	False	50.4	10.0	32.0		0.0	2	2	Россия, Санкт-Петербург, проспект Авиаконструкторов, 11	262308617528631609
2114962784005898241	2017-01-25T00:00:00+03:00	2017-02-15T00:00:00+03:00	30000.0	4	False	2	False	54.0			100.0	11.0	2	2	Россия, Санкт-Петербург, Железноводская улица, 54	7303267473909932558
5325480770064854273	2016-06-22T00:00:00+03:00	2016-10-30T00:00:00+03:00	3300000.0	9	False	1	False	33.5	9.0	16.9		3.0	1	2	Россия, Санкт-Петербург, улица Лёни Голикова, 76	6237537559065427622
5029328	2016-01-08T00:00:00+03:00	2016-03-04T00:00:00+03:00	40000.0	9	False	2	False	68.0	12.0	33.0		1.0	2	2	Россия, Санкт-Петербург, Рыбацкий проспект, 18к2	6889498594036030650
2191548731870307126	2017-08-31T00:00:00+03:00	2017-09-06T00:00:00+03:00	4200000.0	1	False	2	False	54.1	7.1	39.5		0.0	1	2	Россия, Санкт-Петербург, Светлановский проспект, 119	5263501251510395179
481732301499310081	2018-07-15T00:00:00+03:00	2018-08-04T00:00:00+03:00	37000.0	9	False	2	False	45.0			100.0		2	2	Россия, Санкт-Петербург, Дивенская улица, 5	5319753556228796281
236598634411166065	2017-10-12T00:00:00+03:00	2018-02-03T00:00:00+03:00	22000.0	3	False	1	False	35.0	7.0	19.0	100.0	11.0	2	2	Россия, Санкт-Петербург, Морская набережная, 29	4451496504285764071
8909078292510255360	2017-02-09T00:00:00+03:00	2017-06-18T00:00:00+03:00	9900000.0	4	False	5	False	183.0	14.0	112.0		2.0	1	2	Россия, Санкт-Петербург, Ленинский проспект, 147к2	2371480959169199912
7340091001889613711	2017-08-03T00:00:00+03:00	2018-08-20T00:00:00+03:00	10500000.0	3	False	3	False	114.7	18.5	52.2	100.0		1	2	Россия, Санкт-Петербург, Гончарная улица, 20	3009368438991719741
3424193383440256001	2018-02-22T00:00:00+03:00	2018-04-19T00:00:00+03:00	18000.0	18	False	0	True	26.0		16.0	50.0		2	2	Россия, Санкт-Петербург, Полевая Сабировская улица, 47к1	5228820002942450922
3375339907715558868	2017-02-22T00:00:00+03:00	2017-02-23T00:00:00+03:00	25000.0	5	False	1	False	38.0	6.0	20.0	100.0	0.0	2	2	Россия, Санкт-Петербург, улица Димитрова, 37к1	4460556686433372039
7847302237689893120	2017-04-01T00:00:00+03:00	2017-04-08T00:00:00+03:00	16000.0	3	False	2	False	42.0	8.5		80.0	3.0	2	2	Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Славянка, Ростовская улица, 13-15	4153179922410595683
2846585861606888448	2018-03-01T00:00:00+03:00	2018-05-27T00:00:00+03:00	6800000.0	7	False	3	False	80.0	12.6	48.0		10.0	1	2	Россия, Санкт-Петербург, Муринская дорога, 78	4270113882553473868
1896730478027009866	2016-01-22T00:00:00+03:00	2017-05-31T00:00:00+03:00	65000.0	6	False	2	False	75.0	20.0	40.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Московский проспект, 73	4901520549922120761
5176139890131210237	2018-06-14T00:00:00+03:00	2018-07-02T00:00:00+03:00	2763605.0	11	False	1	False	26.65		14.0			1	2	Россия, Санкт-Петербург, посёлок Парголово, Заречная улица, 41	4109971382256730669
3376106656751515385	2015-01-26T00:00:00+03:00	2017-05-27T00:00:00+03:00	50000.0	1	False	2	False	65.0	10.0	36.0	100.0	0.0	2	2	Россия, Санкт-Петербург, набережная канала Грибоедова, 2Б	3976567739161799332
3641283174008337415	2018-08-15T00:00:00+03:00	2018-08-20T00:00:00+03:00	2236832.0	3	False	1	False	38.79	17.3				1	2	Россия, Санкт-Петербург, Колпино, Загородная улица, 50	3591902129474761208
6238972134250758657	2016-11-10T00:00:00+03:00	2018-03-20T00:00:00+03:00	20000.0	4	False	1	False	40.0			25.0		2	2	Россия, Санкт-Петербург, проспект Культуры, 6к1	4874984643810501691
5592490235587391968	2015-12-16T00:00:00+03:00	2018-06-21T00:00:00+03:00	4000000.0	2	False	3	False	73.4	8.3	42.6		6.0	1	2	Россия, Ленинградская область, Выборгский район, поселок городского типа Рощино, Садовая улица, 5	8473170890114454345
9203645864265452801	2018-08-01T00:00:00+03:00	2018-08-20T00:00:00+03:00	3500000.0	12	False	1	False	32.0					1	2	Россия, Санкт-Петербург, проспект Наставников, 9к1	668112203436212941
5639023943085156365	2018-04-01T00:00:00+03:00	2018-08-16T00:00:00+03:00	9613800.0	10	False	1	False	54.5	14.07	19.78		5.0	1	2	Россия, Санкт-Петербург, Новочеркасский проспект, 33к2	5994596738788055326
7110103192797392922	2017-03-06T00:00:00+03:00	2018-02-07T00:00:00+03:00	2100000.0	1	False	2	False	54.0	8.5	31.5			1	2	Россия, Ленинградская область, Гатчинский район, посёлок Новый Свет, 43	71310339022987290
5153850351443071294	2018-06-20T00:00:00+03:00	2018-08-20T00:00:00+03:00	3825000.0	16	False	1	False	43.9	16.5	16.9			1	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, улица Шоссе в Лаврики, 59к1	2071987663539958683
6171702108336360263	2015-09-21T00:00:00+03:00	2017-10-13T00:00:00+03:00	6644700.0	3	False	3	False	80.25	15.9	42.33		6.0	1	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, бульвар Менделеева, 6	5479032906071076085
847790097631354881	2018-02-10T00:00:00+03:00	2018-03-05T00:00:00+03:00	20000.0	13	False	0	True	36.0					2	2	Россия, Санкт-Петербург, Ленинский проспект, 82к1	1861668167106619829
5152214399050022828	2016-10-08T00:00:00+03:00	2016-10-18T00:00:00+03:00	4247500.0	3	False	1	False	38.1	10.4	19.7		0.0	1	2	Россия, Санкт-Петербург, Витебский проспект, 101к2	6902699219716580586
8338267702287288320	2018-05-15T00:00:00+03:00	2018-06-03T00:00:00+03:00	15000.0	4	False	2	False	63.0	11.0	45.0	50.0		2	2	Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Славянка, Ростовская улица, 13-15	4153179922410595683
9174606537143189904	2015-08-27T00:00:00+03:00	2016-06-24T00:00:00+03:00	3600000.0	4	False	2	False	45.6	6.7	31.3		0.0	1	2	Россия, Санкт-Петербург, Бухарестская улица, 21	6077914501064461528
5356258582258770160	2015-12-09T00:00:00+03:00	2017-08-28T00:00:00+03:00	2872785.0	1	False	2	False	50.4	10.9	27.5		0.0	1	2	Россия, Ленинградская область, Всеволожский район, Сертолово, микрорайон Черная Речка, 11	6798338878114182309
9174606537144146102	2017-06-23T00:00:00+03:00	2018-03-02T00:00:00+03:00	4500000.0	2	False	2	False	42.79	8.15	25.15			1	2	Россия, Санкт-Петербург, Гаврская улица, 11	2341310409148429935
828972588780645377	2016-04-15T00:00:00+03:00	2018-05-04T00:00:00+03:00	16990000.0	4	False	5	False	160.0	14.5	120.0		3.0	1	2	Россия, Санкт-Петербург, набережная реки Фонтанки, 80/2	8192868485509627800
7590813763317264897	2018-08-03T00:00:00+03:00	2018-08-09T00:00:00+03:00	27000.0	2	False	1	False	30.0	6.0		50.0		2	2	Россия, Ленинградская область, Выборг, Ленинградское шоссе, 27	4582403974694471829
6260945504884232162	2015-09-18T00:00:00+03:00	2018-06-10T00:00:00+03:00	3150000.0	4	False	1	False	39.0	11.0	17.0		0.0	1	2	Россия, Санкт-Петербург, Юнтоловский проспект, 47к2	8253852211769353021
4842857799864411191	2017-12-01T00:00:00+03:00	2018-07-24T00:00:00+03:00	28000.0	8	False	2	False	79.0	11.7	40.0			2	2	Россия, Санкт-Петербург, Пражская улица, 44	4333400727406304979
5639023943057483655	2018-03-27T00:00:00+03:00	2018-08-15T00:00:00+03:00	20540800.0	9	False	0	True	65.5				5.0	1	2	Россия, Санкт-Петербург, Ждановская улица, 45	7774422791867856838
8368177032275754752	2018-05-29T00:00:00+03:00	2018-08-20T00:00:00+03:00	24000.0	3	False	0	True	45.0		30.0	90.0		2	2	Россия, Санкт-Петербург, 1-я Никитинская улица, 17	7242431212012185965
5614092655234027857	2016-10-01T00:00:00+03:00	2016-10-28T00:00:00+03:00	5594960.0	8	False	1	False	38.8	10.6			0.0	1	2	Россия, Санкт-Петербург, Красногвардейский район, Республиканская улица, 24к1	7871770917864483519
8256452766962684892	2018-06-18T00:00:00+03:00	2018-07-31T00:00:00+03:00	80000.0	2	False	2	False	90.0	35.0	40.0	50.0	1.0	2	2	Россия, Санкт-Петербург, улица Яблочкова, 1	880423317342663743
5565310413830596556	2018-06-19T00:00:00+03:00	2018-06-26T00:00:00+03:00	100000.0	3	False	0	True	110.0		70.0	100.0		2	2	Россия, Санкт-Петербург, 8-я Советская улица, 37-39	4190118856322251853
153571927916885505	2016-10-24T00:00:00+03:00	2017-03-29T00:00:00+03:00	18000.0	8	False	1	False	41.0	11.0	18.0	100.0	10.0	2	2	Россия, Санкт-Петербург, территория Горелово, Красносельское шоссе, 48	2455928692560482241
2554639205082082940	2016-10-21T00:00:00+03:00	2017-01-31T00:00:00+03:00	700000.0	3	False	2	False	53.5	8.7	30.0		0.0	1	2	Россия, Ленинградская область, Подпорожский район, Никольское городское поселение, поселок городского типа Никольский, Советская улица, 2	4157442305880520921
7622694168219759164	2017-06-14T00:00:00+03:00	2017-07-14T00:00:00+03:00	25000.0	8	False	1	False	43.0	12.0	20.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Гражданский проспект, 79к3	8612452603829764839
7628260672396724698	2017-02-15T00:00:00+03:00	2017-04-03T00:00:00+03:00	15000000.0	9	False	3	False	113.0				0.0	1	2	Россия, Санкт-Петербург, проспект Луначарского, 54	8449364414952858507
138277166090290688	2017-05-03T00:00:00+03:00	2018-05-18T00:00:00+03:00	5000000.0	1	False	3	False	64.7	11.0	40.4			1	2	Россия, Санкт-Петербург, проспект Маршала Жукова, 35к3	5167719149498061405
8256452765191254468	2018-02-01T00:00:00+03:00	2018-02-20T00:00:00+03:00	40000.0	6	False	1	False	43.0	10.0	18.0	50.0		2	2	Россия, Санкт-Петербург, Пушкинская улица, 4	6318465149020511053
7625312543786749335	2017-09-20T00:00:00+03:00	2018-07-13T00:00:00+03:00	48000.0	5	False	1	False	49.0	12.0	23.0	50.0		2	2	Россия, Санкт-Петербург, Кременчугская улица, 19к2	9078299753075961640
8478390562629048881	2017-05-11T00:00:00+03:00	2017-06-09T00:00:00+03:00	22000.0	4	False	1	False	35.4	9.0	18.0	100.0	0.0	2	2	Россия, Санкт-Петербург, проспект Просвещения, 14к4	561327474932082980
4154554957421208832	2016-10-17T00:00:00+03:00	2016-10-23T00:00:00+03:00	24000.0	23	False	1	False	45.0	12.0	20.0	50.0	3.0	2	2	Россия, Санкт-Петербург, посёлок Парголово, улица Михаила Дудина, 25к2	4661483057276827066
105061498584008960	2017-11-27T00:00:00+03:00	2017-12-04T00:00:00+03:00	25000.0	3	False	4	False	50.0	6.0	35.0	50.0	3.0	2	2	Россия, Санкт-Петербург, бульвар Новаторов, 18	6371358093780935427
6681080914762268160	2017-08-07T00:00:00+03:00	2018-03-06T00:00:00+03:00	5250000.0	19	False	2	False	50.0	11.3	27.1			1	2	Россия, Санкт-Петербург, Пулковское шоссе, 36к5	6690775821291646584
4139195003165959936	2017-02-07T00:00:00+03:00	2017-02-27T00:00:00+03:00	25000.0	12	False	1	False	48.0			40.0	0.0	2	2	Россия, Санкт-Петербург, Дачный проспект, 17к1	8280304085470156445
8220002472501926400	2017-05-03T00:00:00+03:00	2017-05-04T00:00:00+03:00	180000.0	9	False	4	False	175.0			90.0	1.0	2	2	Россия, Санкт-Петербург, Парадная улица, 3к2	7861463534572863508
6245922239283235841	2015-09-16T00:00:00+03:00	2017-10-11T00:00:00+03:00	22000.0	8	False	1	False	32.6		20.0		0.0	2	2	Россия, Санкт-Петербург, Ленинский проспект, 82к1	1861668167106619829
1174160709583925504	2016-04-13T00:00:00+03:00	2016-05-26T00:00:00+03:00	25000.0	12	False	2	False	60.0	14.0	38.0	50.0	10.0	2	2	Россия, Санкт-Петербург, Ленинский проспект, 88	2190208629105094148
6352161830227950593	2016-05-26T00:00:00+03:00	2017-09-03T00:00:00+03:00	1850000.0	3	False	1	False	30.0	8.7	12.3		3.0	1	2	Россия, Ленинградская область, Всеволожский район, Щегловское сельское поселение, посёлок Щеглово, 82	5616866218032672036
8730535341988192513	2018-08-02T00:00:00+03:00	2018-08-09T00:00:00+03:00	18000.0	4	False	1	False	31.0	6.0	18.0		3.0	2	2	Россия, Санкт-Петербург, Витебский проспект, 31к3	9148511623398613461
7894800693068779008	2018-03-21T00:00:00+03:00	2018-04-04T00:00:00+03:00	30000.0	13	False	3	False	70.0			0.0	3.0	2	2	Россия, Санкт-Петербург, Учебный переулок, 8к3	3603962364551559
5148571494044111731	2015-10-26T00:00:00+03:00	2016-06-06T00:00:00+03:00	3100000.0	3	False	1	False	25.86	5.0	13.08		0.0	1	2	Россия, Санкт-Петербург, улица Катерников	441853607264097698
5773008582637636608	2015-02-19T00:00:00+03:00	2016-09-11T00:00:00+03:00	6250000.0	15	False	1	False	41.0	9.4	18.0		3.0	1	2	Россия, Санкт-Петербург, Московский проспект, 65	4901520549922120732
8587892418965685659	2018-06-09T00:00:00+03:00	2018-07-31T00:00:00+03:00	4700000.0	11	False	1	False	41.0	10.2	17.1	0.0		1	2	Россия, Санкт-Петербург, Моравский переулок, 3к2	1855544523040469630
4452832757839038465	2017-01-30T00:00:00+03:00	2017-03-27T00:00:00+03:00	9294000.0	20	False	3	False	88.6				0.0	1	2	Россия, Санкт-Петербург, Пулковское шоссе, 36к4	6690775821291646585
3297171139250333184	2017-08-23T00:00:00+03:00	2018-03-05T00:00:00+03:00	7050000.0	1	False	3	False	71.5	9.9	42.0			1	2	Россия, Санкт-Петербург, Пушкин, Красносельское шоссе, 16	5986616710747915004
5152264856293108549	2018-05-25T00:00:00+03:00	2018-06-08T00:00:00+03:00	25000.0	2	False	1	False	46.0	12.0	21.0	100.0		2	2	Россия, Санкт-Петербург, Суздальское шоссе, 12	4843684124661415606
6300431560614132786	2016-11-15T00:00:00+03:00	2017-04-26T00:00:00+03:00	4100000.0	8	False	2	False	52.6	7.6	31.3		6.0	1	2	Россия, Санкт-Петербург, Колпино, Московская улица, 3	7671924175431124153
613471209098011305	2017-01-29T00:00:00+03:00	2017-01-29T00:00:00+03:00	34000.0	1	False	2	False	74.0	30.0	29.0		0.0	2	2	Россия, Санкт-Петербург, Апраксин переулок, 15	4961626275097407036
5152264856293043044	2018-05-12T00:00:00+03:00	2018-05-25T00:00:00+03:00	28000.0	11	False	1	False	48.0	18.0	21.0	100.0		2	2	Россия, Санкт-Петербург, проспект Стачек, 92к2	575569616433834352
4266937	2015-10-17T00:00:00+03:00	2016-02-21T00:00:00+03:00	24000.0	2	False	2	False	57.0	10.0	44.0	100.0	3.0	2	2	Россия, Санкт-Петербург, Серебристый бульвар, 16к1	6737133099650331310
1896730477081259758	2017-06-20T00:00:00+03:00	2017-09-06T00:00:00+03:00	65000.0	10	False	3	False	90.0	15.0	58.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Московский проспект, 73к4	6441509679222422835
1953760751928762625	2018-02-02T00:00:00+03:00	2018-05-03T00:00:00+03:00	15300000.0	2	False	4	False	108.5	10.0	77.7		3.0	1	2	Россия, Санкт-Петербург, Ординарная улица, 6	4236299445995636883
2109763540936259585	2018-04-18T00:00:00+03:00	2018-06-07T00:00:00+03:00	4900000.0	22	False	1	False	38.9	10.6	18.1		10.0	1	2	Россия, Санкт-Петербург, Пулковское шоссе, 38к7	6690775821291644660
1556419598835232001	2018-06-12T00:00:00+03:00	2018-08-11T00:00:00+03:00	4850000.0	5	False	3	False	56.0					1	2	Россия, Санкт-Петербург, Сестрорецк, улица Володарского, 5	44321556758186352
9174606537143934770	2016-06-23T00:00:00+03:00	2016-11-03T00:00:00+03:00	5300000.0	1	False	2	False	54.9	9.3	26.9		0.0	1	2	Россия, Санкт-Петербург, Кронштадт, улица Зосимова, 46	3164250447480593933
8158786974626041856	2016-08-15T00:00:00+03:00	2018-08-20T00:00:00+03:00	4730000.0	1	False	1	False	41.0	9.3	23.0			1	2	Россия, Санкт-Петербург, Морская набережная, 19	4451496504285764040
2752888	2015-05-31T00:00:00+03:00	2016-01-10T00:00:00+03:00	16500.0	10	False	1	False	48.0	10.0	18.0	87.0	3.0	2	2	Россия, Санкт-Петербург, улица Шелгунова, 9к1	4224014818886929755
236598635236607470	2017-12-08T00:00:00+03:00	2018-02-28T00:00:00+03:00	28000.0	10	False	2	False	52.5	8.5	33.0	100.0	11.0	2	2	Россия, Санкт-Петербург, 2-й Муринский проспект, 41	8992337837929453235
1856522572208921344	2017-09-15T00:00:00+03:00	2017-10-04T00:00:00+03:00	2700000.0	19	False	1	False	38.0	10.5	26.0		7.0	1	2	Россия, Ленинградская область, Всеволожский район, поселок городского типа имени Свердлова, микрорайон Овцыно, Западный проезд, 15к1	536302941692417130
5152213486693502732	2016-10-31T00:00:00+03:00	2016-11-09T00:00:00+03:00	10263590.0	7	False	3	False	95.7	17.4	50.2		0.0	1	2	Россия, Санкт-Петербург, Кременчугская улица	5914633141613300908
5592490235564394156	2018-08-06T00:00:00+03:00	2018-08-20T00:00:00+03:00	2800000.0	18	False	1	False	33.9	8.9	14.0			1	2	Россия, Санкт-Петербург, Русановская улица, 16к1	6563554046625813281
1744429611648958721	2017-12-25T00:00:00+03:00	2018-05-24T00:00:00+03:00	14000.0	10	False	0	True	26.0			50.0		2	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Столичная улица, 14	5146276604236043632
5639023943054709058	2018-03-16T00:00:00+03:00	2018-08-15T00:00:00+03:00	8091836.0	20	False	3	False	85.6	14.65	50.92		5.0	1	2	Россия, Санкт-Петербург, проспект Просвещения, 43	6354249340138182854
1083099471073788673	2017-02-25T00:00:00+03:00	2017-03-09T00:00:00+03:00	20000.0	1	False	2	False	76.0	10.0	33.0	50.0	3.0	2	2	Россия, Санкт-Петербург, улица Лёни Голикова, 108	8896223593932734226
6231112759728038145	2018-02-09T00:00:00+03:00	2018-08-20T00:00:00+03:00	5995000.0	7	False	2	False	60.5	16.36	28.33			1	2	Россия, Санкт-Петербург, улица Крыленко, 1к1с2	5915003919436159235
2520703276644214017	2017-08-07T00:00:00+03:00	2018-03-19T00:00:00+03:00	2300000.0	2	False	1	False	32.0					1	2	Россия, Ленинградская область, Всеволожский район, Щегловское сельское поселение, посёлок Щеглово, 83	5616866218032672037
77973774008528897	2016-03-29T00:00:00+03:00	2017-11-18T00:00:00+03:00	4290000.0	19	False	0	True	29.0		21.0		10.0	1	2	Россия, Санкт-Петербург, Лыжный переулок, 8к1	3174938286544507217
236598655534616872	2018-06-05T00:00:00+03:00	2018-08-20T00:00:00+03:00	3300000.0	20	False	1	False	35.0	8.2	15.6	0.0	11.0	1	2	Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Окуловская улица, 7к2	5638906023118329142
883154868935255553	2018-04-28T00:00:00+03:00	2018-05-28T00:00:00+03:00	65000.0	1	False	3	False	122.0			60.000004		2	2	Россия, Санкт-Петербург, Загородный проспект, 34	3567988545862627470
1896730478029835171	2016-12-25T00:00:00+03:00	2017-05-30T00:00:00+03:00	55000.0	20	False	2	False	73.0	15.0	40.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Коломяжский проспект, 15к2	123093618273108044
5145081	2016-01-20T00:00:00+03:00	2016-02-04T00:00:00+03:00	20000.0	8	False	2	False	74.0	12.0	40.0	0.0	11.0	2	2	Россия, Санкт-Петербург, улица Шотмана, 16к2	3668714418981627614
9195192483163699456	2016-01-25T00:00:00+03:00	2016-06-17T00:00:00+03:00	4150000.0	2	False	2	False	44.0	7.2	29.5		3.0	1	2	Россия, Санкт-Петербург, проспект Славы, 38к2	1171360093741555922
4178053627425184256	2018-03-20T00:00:00+03:00	2018-05-01T00:00:00+03:00	40000.0	14	False	1	False	43.0			80.0		2	2	Россия, Санкт-Петербург, Московский проспект, 73к5	6441509679222422836
4238318114537306413	2015-06-24T00:00:00+03:00	2016-04-02T00:00:00+03:00	8458096.0	4	False	3	False	87.0	14.7	52.8		0.0	1	2	Россия, Санкт-Петербург, улица Адмирала Трибуца	2562175911093811681
6302977522902460442	2016-10-19T00:00:00+03:00	2016-10-20T00:00:00+03:00	70000.0	7	False	3	False	100.0		73.0		0.0	2	2	Россия, Санкт-Петербург, улица Молдагуловой, 7	7506918310422758968
5426954	2016-02-18T00:00:00+03:00	2016-02-25T00:00:00+03:00	17000.0	2	False	1	False	32.0	6.0	18.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Витебский проспект, 33к1	9148511623398611541
9174606537144144121	2017-05-23T00:00:00+03:00	2018-02-07T00:00:00+03:00	3580000.0	3	False	2	False	50.0	8.3	27.9		0.0	1	2	Россия, Ленинградская область, Гатчина, Красноармейский проспект, 34	3199580700119545885
5283730787009171181	2017-05-11T00:00:00+03:00	2017-12-12T00:00:00+03:00	10143048.0	11	False	3	False	89.5	14.5	51.1		5.0	1	2	Россия, Санкт-Петербург, Заставская улица, 44	1036064960636747522
4760099000798107393	2017-07-04T00:00:00+03:00	2017-08-03T00:00:00+03:00	18000.0	7	False	2	False	58.0	10.0	32.0	50.0	0.0	2	2	Россия, Ленинградская область, Всеволожский район, Бугровское сельское поселение, поселок Бугры, Нижняя улица, 7	4756660301722033968
3666814652655128577	2017-11-10T00:00:00+03:00	2018-03-16T00:00:00+03:00	10500000.0	1	True	0	False	138.0		100.0		2.0	1	2	Россия, Санкт-Петербург, Сестрорецк, Каугиевская улица, 6	8464504764754047279
4603339	2014-12-08T00:00:00+03:00	2016-03-04T00:00:00+03:00	30000.0	3	False	2	False	80.0	22.0	34.0	100.0	3.0	2	2	Россия, Санкт-Петербург, улица Савушкина, 15	2213552294614164853
236598654791183279	2018-04-11T00:00:00+03:00	2018-07-04T00:00:00+03:00	20000.0	1	False	2	False	36.0	5.0	25.0	45.0	11.0	2	2	Россия, Санкт-Петербург, бульвар Новаторов, 116	5402083903596069702
180937727291359977	2015-12-24T00:00:00+03:00	2016-02-15T00:00:00+03:00	2650000.0	2	False	1	False	31.0	6.0	18.0		0.0	1	2	Россия, Санкт-Петербург, Колпино, улица Володарского, 11	1759240577147570022
244178449594409167	2017-03-10T00:00:00+03:00	2017-03-15T00:00:00+03:00	36000.0	4	False	1	False	39.4			0.0	0.0	2	2	Россия, Санкт-Петербург, Московский проспект, 73	4901520549922120761
802073422020722796	2018-05-22T00:00:00+03:00	2018-06-05T00:00:00+03:00	2439373.0	14	False	1	False	37.78	14.27				1	2	Россия, Санкт-Петербург, Русановская улица, 9	4182951890569455444
2692438216977031168	2018-03-06T00:00:00+03:00	2018-05-05T00:00:00+03:00	8350000.0	4	False	2	False	69.0					1	2	Россия, Санкт-Петербург, улица Типанова, 23	555944061760225697
7569528469234095790	2016-08-15T00:00:00+03:00	2018-02-08T00:00:00+03:00	15999000.0	14	False	3	False	178.0	34.0	58.0		0.0	1	2	Россия, Санкт-Петербург, Морская набережная, 33	4451496504285764096
3053184069553294593	2018-02-01T00:00:00+03:00	2018-02-05T00:00:00+03:00	23000.0	2	False	0	True	27.0		24.0	50.0	11.0	2	2	Россия, Санкт-Петербург, улица Бабушкина, 42к2	1772043463031869004
5153034022900502091	2017-11-24T00:00:00+03:00	2018-05-16T00:00:00+03:00	2550000.0	21	False	0	True	24.63		16.48			1	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Новая улица, 13к2	7621053072404329978
1490040482142301440	2016-03-22T00:00:00+03:00	2016-03-23T00:00:00+03:00	26000.0	11	False	1	False	44.0	10.0	17.0	90.0	10.0	2	2	Россия, Санкт-Петербург, улица Сикейроса, 11к1	7488548044275021639
9069199666282244753	2017-12-01T00:00:00+03:00	2018-02-08T00:00:00+03:00	2750000.0	4	False	2	False	43.0	6.0	28.0			1	2	Россия, Санкт-Петербург, Ломоносов, улица Красного Флота, 1	5384047053720065988
5568082139905142785	2017-04-21T00:00:00+03:00	2017-06-20T00:00:00+03:00	6876000.0	20	False	1	False	52.9				0.0	1	2	Россия, Санкт-Петербург, Ковалёвская улица, 20к2	8677609059882871146
4922164429301235432	2018-05-30T00:00:00+03:00	2018-06-27T00:00:00+03:00	3379800.0	12	False	2	False	55.35	10.11				1	2	Россия, Санкт-Петербург, Лыжный переулок, 4к3	3174938286544503375
7340091001892501540	2015-11-20T00:00:00+03:00	2016-07-02T00:00:00+03:00	2900000.0	11	False	1	False	52.0	16.0	22.0		0.0	1	2	Россия, Ленинградская область, Всеволожский район, поселок Мурино, Лесная улица, 3	6877741507340937222
5413703	2016-02-17T00:00:00+03:00	2016-08-06T00:00:00+03:00	19000.0	6	False	1	False	37.0	9.0	18.0		11.0	2	2	Россия, Санкт-Петербург, проспект Тореза, 104к2	1302754410503946113
6891607435021730048	2017-11-30T00:00:00+03:00	2018-08-20T00:00:00+03:00	4150000.0	19	False	1	False	34.2					1	2	Россия, Санкт-Петербург, улица Коллонтай, 5/1	6932879665530530527
7568713137152213296	2018-08-20T00:00:00+03:00	2018-08-20T00:00:00+03:00	65000.0	3	False	3	False	83.0	16.0	49.0	50.0	11.0	2	2	Россия, Санкт-Петербург, набережная канала Грибоедова, 49	3976567739161800254
4357039416514387200	2018-04-13T00:00:00+03:00	2018-07-12T00:00:00+03:00	19600000.0	3	False	2	False	76.6		65.0			1	2	Россия, Санкт-Петербург, проспект Космонавтов, 65к6	9137473764455424599
3364559661411280384	2018-04-03T00:00:00+03:00	2018-04-16T00:00:00+03:00	16500.0	1	False	1	False	30.0	7.0	16.0	0.0		2	2	Россия, Санкт-Петербург, проспект Большевиков, 79к1	5383306122746618276
2554639205171818393	2018-02-17T00:00:00+03:00	2018-08-20T00:00:00+03:00	3650000.0	2	False	2	False	45.5	6.4	28.2			1	2	Россия, Санкт-Петербург, проспект Энергетиков, 28к7	2027972822420000380
6566530955996899840	2017-11-20T00:00:00+03:00	2018-01-23T00:00:00+03:00	1650000.0	5	False	2	False	47.5					1	2	Россия, Ленинградская область, Кириши, проспект Ленина, 35	3220307724325550045
6279287594103659279	2018-01-01T00:00:00+03:00	2018-08-20T00:00:00+03:00	7411500.0	22	False	2	False	65.88	13.6	35.2			1	2	Россия, Санкт-Петербург, Ленинский проспект, 56	2190208629105094053
5560781066954017793	2018-07-31T00:00:00+03:00	2018-08-20T00:00:00+03:00	2844000.0	2	False	0	True	23.7					1	2	Россия, Санкт-Петербург, Каменноостровский проспект, 50	5622402749203138813
